file,model,peft_method,learning_rate,epochs,accuracy,accuracy_ambig,accuracy_disambig,bias_score_dis,bias_score_amb,unknown_dis,accuracy_Age,accuracy_Disability_status,accuracy_Gender_identity,accuracy_Nationality,accuracy_Physical_appearance,accuracy_Race_ethnicity,accuracy_Religion,accuracy_SES,accuracy_Sexual_orientation
llama_lora_lr2e-5_e1_bbq.csv,llama,lora,2e-5,1,0.6779415469891661,0.4522549760644999,0.9036281179138322,0.05323891948596904,0.17485512723607963,312,0.5260416666666666,0.5579584775086506,0.6676682692307693,0.7776595744680851,0.5884353741496599,0.7586477987421384,0.7088235294117647,0.6360887096774194,0.7734375
llama_lora_lr2e-5_e5_bbq.csv,llama,lora,2e-5,5,0.668997228521038,0.4400352733686067,0.8979591836734694,0.058498023715415126,0.17346938775510198,348,0.5178571428571429,0.5519031141868512,0.65625,0.7632978723404256,0.5756802721088435,0.7526205450733753,0.6985294117647058,0.6300403225806451,0.76953125
llama_prompt_lr2e-5_e1_bbq.csv,llama,prompt,2e-5,1,0.2842025699168556,0.009322247417485512,0.5590828924162258,0.04993047655163707,0.05115939551621744,25,0.29389880952380953,0.2673010380622837,0.29627403846153844,0.2696808510638298,0.2814625850340136,0.29009433962264153,0.27058823529411763,0.27872983870967744,0.2734375
llama_prompt_lr2e-5_e5_bbq.csv,llama,prompt,2e-5,5,0.3013983371126228,0.06072058453010834,0.5420760896951373,0.05573856898142049,0.04711514235323749,349,0.2961309523809524,0.2673010380622837,0.3347355769230769,0.2898936170212766,0.3018707482993197,0.2942872117400419,0.2852941176470588,0.2963709677419355,0.310546875
llama_ptuning_lr2e-5_e1_bbq.csv,llama,ptuning,2e-5,1,0.6917359536407155,0.482111363063744,0.9013605442176871,0.06331446623667247,0.17170571932476694,341,0.5602678571428571,0.5821799307958477,0.7208533653846154,0.7436170212765958,0.6011904761904762,0.7562893081761006,0.7058823529411765,0.6486895161290323,0.779296875
llama_ptuning_lr2e-5_e5_bbq.csv,llama,ptuning,2e-5,5,0.7387251196775007,0.581002771478962,0.8964474678760394,0.058745171173571364,0.16754850088183418,431,0.5602678571428571,0.6141868512110726,0.8140024038461539,0.775,0.6420068027210885,0.8123689727463312,0.7705882352941177,0.6577620967741935,0.810546875
mistral_ia3_lr2e-5_e1_bbq.csv,mistral,ia3,2e-5,1,0.7248047367094986,0.609347442680776,0.8402620307382213,0.06177771436724222,0.12685815066767447,929,0.6242559523809523,0.6955017301038062,0.7376802884615384,0.7547872340425532,0.6437074829931972,0.7583857442348009,0.7779411764705882,0.7207661290322581,0.7421875
mistral_ia3_lr2e-5_e5_bbq.csv,mistral,ia3,2e-5,5,0.7174981103552532,0.590199042579995,0.8447971781305115,0.063986409966025,0.12685815066767447,874,0.6183035714285714,0.6851211072664359,0.7286658653846154,0.7319148936170212,0.6445578231292517,0.7539308176100629,0.7720588235294118,0.7192540322580645,0.7421875
mistral_lora_lr2e-5_e1_bbq.csv,mistral,lora,2e-5,1,0.6988536155202821,0.5428319475938523,0.854875283446712,0.05523175131834579,0.14197530864197527,732,0.5691964285714286,0.6825259515570934,0.7016225961538461,0.7340425531914894,0.6113945578231292,0.7311320754716981,0.7426470588235294,0.719758064516129,0.75
mistral_lora_lr2e-5_e5_bbq.csv,mistral,lora,2e-5,5,0.6787603930461074,0.5088183421516755,0.8487024439405392,0.06135480288728479,0.15028974552784072,734,0.5513392857142857,0.6591695501730104,0.6676682692307693,0.7154255319148937,0.5748299319727891,0.7306079664570231,0.7220588235294118,0.7011088709677419,0.703125
mistral_prompt_lr2e-5_e1_bbq.csv,mistral,prompt,2e-5,1,0.6099143361048123,0.42504409171075835,0.7947845804988662,0.051685393258426915,0.1310728067998271,818,0.5602678571428571,0.5389273356401384,0.6556490384615384,0.6053191489361702,0.5433673469387755,0.6323375262054507,0.6720588235294118,0.5745967741935484,0.66015625
mistral_prompt_lr2e-5_e5_bbq.csv,mistral,prompt,2e-5,5,0.572310405643739,0.36596119929453264,0.7786596119929453,0.08382121947736687,0.17472915091962704,935,0.5528273809523809,0.46280276816608995,0.6003605769230769,0.5920212765957447,0.47959183673469385,0.6056079664570231,0.5529411764705883,0.5957661290322581,0.515625
mistral_ptuning_lr2e-5_e1_bbq.csv,mistral,ptuning,2e-5,1,0.6874527588813303,0.5326278659611993,0.8422776518014613,0.0688451333612623,0.16915140341965226,777,0.6019345238095238,0.6418685121107266,0.6899038461538461,0.7143617021276596,0.5833333333333334,0.7308700209643606,0.7426470588235294,0.6940524193548387,0.716796875
mistral_ptuning_lr2e-5_e5_bbq.csv,mistral,ptuning,2e-5,5,0.7154195011337868,0.5905769715293525,0.8402620307382213,0.07202255109231848,0.13975073517203698,843,0.6361607142857143,0.666955017301038,0.7076322115384616,0.7595744680851064,0.5935374149659864,0.7641509433962265,0.7735294117647059,0.7202620967741935,0.7421875
qwen_ia3_lr2e-5_e1_bbq.csv,qwen,ia3,2e-5,1,0.8767951625094482,0.9455782312925171,0.8080120937263794,0.053223844282238364,0.030990173847316674,1362,0.8229166666666666,0.893598615916955,0.9089543269230769,0.8585106382978723,0.7304421768707483,0.9127358490566038,0.8867647058823529,0.8855846774193549,0.859375
qwen_ia3_lr2e-5_e5_bbq.csv,qwen,ia3,2e-5,5,0.8797556059460822,0.9431846812799194,0.8163265306122449,0.05231509320505112,0.030612244897959176,1286,0.8244047619047619,0.8996539792387543,0.9131610576923077,0.8606382978723405,0.7389455782312925,0.9111635220125787,0.8867647058823529,0.8911290322580645,0.869140625
qwen_lora_lr2e-5_e1_bbq.csv,qwen,lora,2e-5,1,0.8747795414462081,0.9440665154950869,0.8054925673973293,0.05481752939380069,0.03023431594860167,1389,0.8139880952380952,0.8910034602076125,0.9068509615384616,0.8563829787234043,0.7329931972789115,0.9127358490566038,0.8823529411764706,0.8830645161290323,0.857421875
qwen_lora_lr2e-5_e5_bbq.csv,qwen,lora,2e-5,5,0.8742126480221718,0.938145628621819,0.8102796674225246,0.053668890236507005,0.034139581758629405,1342,0.8072916666666666,0.8866782006920415,0.9128605769230769,0.8531914893617021,0.7312925170068028,0.910377358490566,0.8764705882352941,0.8840725806451613,0.865234375
qwen_prompt_lr2e-5_e1_bbq.csv,qwen,prompt,2e-5,1,0.8647014361300076,0.9617031997984379,0.7676996724615772,0.05995820607619362,0.0199042579994961,1717,0.8392857142857143,0.8633217993079585,0.8915264423076923,0.8361702127659575,0.7355442176870748,0.9046121593291404,0.8279411764705882,0.8825604838709677,0.84375
qwen_prompt_lr2e-5_e5_bbq.csv,qwen,prompt,2e-5,5,0.8718190980095742,0.9613252708490804,0.782312925170068,0.05455692210659091,0.01977828168304359,1596,0.8452380952380952,0.8754325259515571,0.8951322115384616,0.848404255319149,0.7406462585034014,0.9082809224318659,0.8632352941176471,0.8865927419354839,0.8515625
qwen_ptuning_lr2e-5_e1_bbq.csv,qwen,ptuning,2e-5,1,0.8745905769715293,0.9365079365079365,0.8126732174351222,0.05573176257362933,0.03476946334089191,1317,0.7961309523809523,0.8849480968858131,0.9134615384615384,0.8611702127659574,0.7304421768707483,0.9127358490566038,0.875,0.8825604838709677,0.869140625
qwen_ptuning_lr2e-5_e5_bbq.csv,qwen,ptuning,2e-5,5,0.8796296296296297,0.9367598891408415,0.8224993701184178,0.05723204994797082,0.037037037037037035,1211,0.8058035714285714,0.8987889273356401,0.9194711538461539,0.8595744680851064,0.7295918367346939,0.915356394129979,0.8808823529411764,0.891633064516129,0.875
